Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Target,Previous qualification (grade),Admission grade,Unemployment rate,Inflation rate,GDP,Total Curricular units (credited),Total Curricular units (enrolled),Total Curricular units (evaluations),Total Curricular units (approved),Total Curricular units (grade),Total Curricular units (without evaluations)
0,7,2,11,1,0,0,12,0,5,4,1,0,0,1,0,0,18,0,2,0.18098999194093274,0.022228767979372222,1.476924272807967,1.1370048489905784,-1.7896667428492534,-0.29665375363418706,0.5419107788809616,-0.04727767461420827,0.9828281792545197,0.7242588131391905,-0.22401128909004567
0,0,1,7,1,0,0,2,13,3,5,1,0,0,1,0,0,20,0,2,0.33265633805298966,0.6437601063689317,-0.2876384574425296,0.12438647318417584,0.7657608350016585,-0.29665375363418706,-0.543087992738053,-0.04727767461420827,-0.1916806983851333,0.40254824885793283,2.109644777474386
0,0,1,15,1,0,0,12,13,7,7,1,0,0,1,0,0,18,0,1,0.5601558572210751,-0.1642306335374955,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,-0.29665375363418706,0.3249110245571587,-0.17775579844031955,0.4794672316946684,0.4461348414379744,-0.22401128909004567
0,0,3,1,1,0,0,0,0,9,8,0,0,0,1,0,1,21,0,2,-0.8048412577874374,-0.4611844952125066,-0.17500679380951956,-0.454252598705197,0.8891263042772198,-0.29665375363418706,-2.713085535976082,-2.134927655831989,-1.533976558544737,-2.165947385323075,-0.22401128909004567
0,8,4,12,1,0,0,0,27,4,7,1,0,0,1,0,0,20,0,1,-0.425675392507295,-0.35759593881424684,0.4256954122332026,1.7879738048661231,-0.7498720732409514,-0.29665375363418706,0.5419107788809616,0.8660691921685708,0.9828281792545197,0.20640858224774677,-0.22401128909004567
0,0,4,11,1,0,0,12,13,1,1,1,0,0,1,0,0,18,0,2,0.7118222033331321,-0.10207749969853928,0.4256954122332026,1.7879738048661231,-0.7498720732409514,-0.29665375363418706,0.7589105332047645,0.996547315994682,0.8150411967345693,0.503212522197552,-0.22401128909004567
0,0,4,13,1,0,0,0,27,4,7,1,0,0,1,0,1,19,0,2,-0.577341738619352,-0.8341032982462411,-0.17500679380951956,-0.454252598705197,0.8891263042772198,-0.29665375363418706,-0.10908848409044712,-0.17775579844031955,0.4794672316946684,0.49802364212849975,-0.22401128909004567
0,0,1,11,1,0,0,12,13,3,7,0,0,0,1,0,0,19,0,2,-0.5015085655633235,-0.21257195985668262,-0.17500679380951956,-0.454252598705197,0.8891263042772198,-0.29665375363418706,0.5419107788809616,0.08320044921190302,0.6472542142146189,0.678596668531528,-0.22401128909004567
0,0,1,9,1,0,0,12,27,9,9,1,0,1,1,0,1,18,0,1,1.3943207608373882,2.073282184664915,-1.4890428695279747,0.9923450810182353,0.14012166938988344,-0.29665375363418706,-0.10908848409044712,0.4746348206902369,-0.02389371586518287,0.17942640588867376,-0.22401128909004567
0,7,2,9,1,0,0,12,27,7,8,1,0,0,1,0,0,21,0,2,-1.3356734691796368,-0.7305147418479814,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,-0.29665375363418706,-0.10908848409044712,0.21367857303801432,0.4794672316946684,0.39424604074744896,-0.22401128909004567
0,0,1,5,1,0,0,12,13,3,3,1,0,0,1,0,0,18,0,1,0.40848951110901816,0.2777472070950798,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,-0.29665375363418706,-0.543087992738053,-0.04727767461420827,-0.02389371586518287,0.49802364212849975,1.331759421952909
0,0,1,8,1,0,0,12,0,9,9,1,0,0,1,0,0,20,0,2,0.18098999194093274,-0.33687822753459506,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,-0.29665375363418706,-0.543087992738053,-0.5691901699186535,0.14389326665476757,0.35896165627789134,-0.22401128909004567
0,7,2,11,1,0,0,2,2,1,10,1,0,0,1,1,0,19,0,1,-0.425675392507295,-0.5647730516107663,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,-0.29665375363418706,0.3249110245571587,-0.04727767461420827,0.4794672316946684,0.5997256914819292,-0.22401128909004567
0,14,1,3,1,13,0,3,4,4,2,0,0,0,1,1,0,21,0,1,1.3184875877813598,1.5898689214730366,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,-0.29665375363418706,-0.10908848409044712,2.0403723066035724,0.14389326665476757,0.16178421365389495,-0.22401128909004567
0,15,1,4,1,0,0,26,2,15,21,1,0,0,1,1,0,20,0,2,-0.577341738619352,0.20868816949623997,-1.0009723271182625,0.12438647318417584,1.545606837207885,0.1773065952562584,-0.10908848409044712,-0.04727767461420827,0.14389326665476757,0.5561390989018881,-0.22401128909004567
0,0,1,8,1,0,0,0,0,4,6,0,0,0,0,1,0,18,0,1,0.7876553763891605,0.8164077003660313,-1.0009723271182625,0.12438647318417584,1.545606837207885,-0.29665375363418706,-0.543087992738053,0.08320044921190302,-0.6950416459449846,0.41085045696841677,-0.22401128909004567
0,8,1,2,0,0,0,12,0,9,5,1,0,0,1,0,0,19,0,2,0.40848951110901816,0.5194538386910192,0.3130637486001926,-0.5265824826913685,0.7877903830865802,-0.29665375363418706,-0.10908848409044712,-0.30823392226643087,0.4794672316946684,0.6412367320343498,-0.22401128909004567
0,0,1,16,0,0,0,1,26,3,9,0,0,0,1,1,0,34,0,2,-0.19817587333920963,0.30537082213461614,0.8762220667652447,-1.1052215545807416,0.347199421388147,-0.29665375363418706,-0.543087992738053,-0.17775579844031955,0.14389326665476757,0.5146280583494676,-0.22401128909004567
0,11,1,0,1,0,0,22,26,9,6,0,0,1,0,1,0,37,0,0,-0.19817587333920963,-1.6904353644718553,-1.0009723271182625,0.12438647318417584,1.545606837207885,-0.29665375363418706,0.3249110245571587,-0.30823392226643087,-1.3661895760247864,-1.1281713715125665,-0.22401128909004567
0,11,1,6,1,7,0,18,26,0,0,1,0,0,1,1,0,43,0,0,0.03690696313447821,0.12581732437763296,-1.4890428695279747,0.9923450810182353,0.14012166938988344,-0.29665375363418706,-0.543087992738053,-2.134927655831989,-1.533976558544737,-2.165947385323075,-0.22401128909004567
0,13,1,8,1,0,0,21,26,6,6,0,0,0,1,0,0,55,0,0,0.5601558572210751,-0.28163099745552245,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,-0.29665375363418706,-0.543087992738053,0.21367857303801432,-1.0306156109848854,0.11715984506004314,1.331759421952909
3,11,1,16,0,0,0,12,13,9,3,1,0,0,1,0,0,39,0,2,-0.9565076038994943,-0.9031623358450809,-1.4890428695279747,0.9923450810182353,0.14012166938988344,-0.29665375363418706,-0.543087992738053,-0.43871204609254216,0.14389326665476757,0.17942640588867376,-0.22401128909004567
0,14,1,7,1,13,2,3,3,3,6,0,0,1,0,0,0,20,1,0,-0.9565076038994943,-0.48190220649215837,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0.4142867697014811,-0.10908848409044712,0.996547315994682,-0.5272546634250341,0.29046843936639816,-0.22401128909004567
0,0,5,14,1,0,0,2,2,2,2,0,0,1,1,0,0,18,0,0,-0.5015085655633235,-0.4059372651334349,0.4256954122332026,1.7879738048661231,-0.7498720732409514,-0.29665375363418706,-0.32608823841425005,-0.6996682937447647,-0.862828628464935,-0.8427829677146769,-0.22401128909004567
0,0,2,8,1,0,0,2,13,2,7,1,0,0,1,0,0,22,0,2,0.02932364582887579,-0.454278591452622,-1.0009723271182625,0.12438647318417584,1.545606837207885,-0.29665375363418706,-0.543087992738053,-0.830146417570876,0.14389326665476757,1.0096472169370803,-0.22401128909004567
0,0,6,11,1,0,0,0,2,2,2,1,1,0,1,0,0,22,0,2,-2.2456715458519785,-1.8216475359096513,-0.17500679380951956,-0.454252598705197,0.8891263042772198,-0.29665375363418706,0.5419107788809616,0.21367857303801432,0.4794672316946684,0.7678454057192317,-0.22401128909004567
0,7,1,14,1,0,0,0,27,5,5,0,0,0,0,0,0,20,0,0,-0.9565076038994943,-0.3852195538537822,0.3130637486001926,-0.5265824826913685,0.7877903830865802,-0.29665375363418706,-0.10908848409044712,-0.30823392226643087,-0.02389371586518287,0.615292331689087,-0.22401128909004567
0,11,1,16,0,0,0,21,26,9,9,0,0,0,1,0,0,29,0,0,0.03690696313447821,-1.1932102937602085,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,-0.29665375363418706,-0.543087992738053,-2.134927655831989,-1.533976558544737,-2.165947385323075,-0.22401128909004567
0,7,1,16,0,0,0,22,27,4,5,0,0,0,1,0,0,24,0,1,1.6218202800054737,0.4918302236514829,-1.4890428695279747,0.9923450810182353,0.14012166938988344,-0.29665375363418706,-0.543087992738053,0.4746348206902369,-0.6950416459449846,0.5146280583494676,0.5538740664314317
0,7,2,9,1,0,0,12,13,9,9,1,0,0,1,0,0,18,0,2,-0.19817587333920963,0.04294647925902397,-0.17500679380951956,-0.454252598705197,0.8891263042772198,-0.29665375363418706,-0.10908848409044712,-0.30823392226643087,0.311680249174718,0.4150015610236587,-0.22401128909004567
0,7,6,11,1,0,0,21,13,7,7,1,0,0,1,0,1,22,0,2,-0.04650952722715268,0.37442985973345594,-0.17500679380951956,-0.454252598705197,0.8891263042772198,-0.29665375363418706,0.5419107788809616,0.08320044921190302,0.6472542142146189,0.6661433563658018,-0.22401128909004567
0,14,1,2,0,13,0,0,13,9,9,0,0,0,1,0,1,21,0,2,-0.19817587333920963,0.4434888973322958,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0.8882471185919265,-0.10908848409044712,-0.43871204609254216,0.4794672316946684,0.40669935291317477,-0.22401128909004567
0,0,1,9,1,0,0,21,27,9,9,0,0,0,1,0,1,19,0,2,0.48432268416504665,-0.06064207713923577,0.4256954122332026,1.7879738048661231,-0.7498720732409514,-0.29665375363418706,-0.10908848409044712,-0.30823392226643087,0.311680249174718,0.4450970654241637,-0.22401128909004567
0,11,1,10,1,0,0,12,27,9,7,0,0,0,1,0,1,24,0,2,-0.19817587333920963,-0.9307859508846172,0.3130637486001926,-0.5265824826913685,0.7877903830865802,-0.29665375363418706,-0.10908848409044712,-0.5691901699186535,0.4794672316946684,0.7232210371253799,-0.22401128909004567
0,0,1,11,1,0,0,21,27,6,6,1,0,0,1,0,1,19,0,1,0.48432268416504665,-0.39212545761366674,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,-0.29665375363418706,0.7589105332047645,0.4746348206902369,0.4794672316946684,0.2894306633525875,-0.22401128909004567
0,0,1,14,1,0,0,0,13,7,7,1,0,0,1,0,1,20,0,1,-0.425675392507295,-0.35759593881424684,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,-0.29665375363418706,-0.10908848409044712,0.8660691921685708,-0.35946768090508374,0.4284926492031956,-0.22401128909004567
0,0,3,7,1,0,0,21,26,11,11,0,0,0,1,0,0,19,0,2,2.6076515297338436,2.2321179711422476,-1.4890428695279747,0.9923450810182353,0.14012166938988344,-0.29665375363418706,-0.543087992738053,-0.5691901699186535,0.14389326665476757,1.0003072328127858,-0.22401128909004567
0,11,1,16,0,0,0,22,27,9,9,0,0,0,1,0,0,27,0,0,-0.19817587333920963,-0.48190220649215837,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,-0.29665375363418706,-0.543087992738053,0.7355910683424595,0.14389326665476757,0.07564880450762296,-0.22401128909004567
0,0,1,11,1,0,0,0,13,5,5,1,0,0,1,0,0,18,0,2,-0.19817587333920963,0.1465350356572837,1.476924272807967,1.1370048489905784,-1.7896667428492534,-0.29665375363418706,0.5419107788809616,0.3441566968641256,0.9828281792545197,0.598687915468119,-0.22401128909004567
1,3,1,10,1,2,0,0,2,4,3,0,0,0,1,0,0,39,0,0,-0.19817587333920963,0.20868816949623997,0.3130637486001926,-0.5265824826913685,0.7877903830865802,-0.29665375363418706,-0.10908848409044712,-0.04727767461420827,-1.533976558544737,-2.165947385323075,-0.22401128909004567
0,11,1,7,1,14,0,2,2,2,2,1,0,0,1,0,0,27,0,0,-0.2740090463952381,1.9558818207468884,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0.8882471185919265,0.9759102875285675,0.7355910683424595,0.9828281792545197,0.5218924904461412,-0.22401128909004567
0,7,1,11,1,0,0,22,27,7,10,1,0,0,1,0,0,18,0,2,0.6359890302771035,0.8854667379648711,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,-0.29665375363418706,0.7589105332047645,-0.04727767461420827,1.1506151617744702,0.9349273439427234,-0.22401128909004567
0,0,3,1,1,0,0,22,26,4,9,1,0,0,1,0,0,18,0,1,-0.577341738619352,-0.8133855869665894,-1.4890428695279747,0.9923450810182353,0.14012166938988344,-0.29665375363418706,-2.713085535976082,-2.134927655831989,-1.533976558544737,-2.165947385323075,-0.22401128909004567
0,0,2,11,1,0,0,12,13,9,9,0,0,0,1,0,0,18,0,2,-0.577341738619352,-0.8341032982462411,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,-0.29665375363418706,0.5419107788809616,0.4746348206902369,0.6472542142146189,0.46481480968656347,-0.22401128909004567
0,14,1,9,1,13,0,12,0,9,9,0,0,0,1,0,1,21,0,2,-0.19817587333920963,0.33990034093403604,0.8762220667652447,-1.1052215545807416,0.347199421388147,0.8882471185919265,-0.10908848409044712,-0.30823392226643087,0.4794672316946684,0.3247150478221447,-0.22401128909004567
0,7,3,1,1,0,0,0,26,4,7,1,0,0,1,1,1,19,0,1,0.02932364582887579,-0.06754798089911936,-0.2876384574425296,0.12438647318417584,0.7657608350016585,-0.29665375363418706,-2.713085535976082,-2.134927655831989,-1.533976558544737,-2.165947385323075,-0.22401128909004567
0,7,1,4,1,0,0,0,0,3,4,1,0,0,1,1,0,19,0,1,-0.425675392507295,0.22249997701600713,-0.2876384574425296,0.12438647318417584,0.7657608350016585,-0.29665375363418706,-0.10908848409044712,-0.30823392226643087,-0.5272546634250341,0.054893284231412494,-0.22401128909004567
0,13,1,4,1,0,0,0,0,3,3,0,0,0,1,1,0,24,0,1,-1.2598402961236081,-0.4197490726532021,0.4256954122332026,1.7879738048661231,-0.7498720732409514,-0.29665375363418706,-0.10908848409044712,-0.5691901699186535,-1.533976558544737,-2.165947385323075,-0.22401128909004567
3,12,1,11,1,11,0,0,0,5,5,1,0,0,1,1,0,29,0,0,0.03690696313447821,-0.06754798089911936,0.8762220667652447,-1.1052215545807416,0.347199421388147,0.4142867697014811,0.5419107788809616,0.4746348206902369,0.14389326665476757,0.2105596863029887,-0.22401128909004567
0,0,3,1,1,0,0,12,13,5,3,1,0,0,1,1,1,19,0,2,0.48432268416504665,0.08438190181832748,-0.2876384574425296,0.12438647318417584,0.7657608350016585,-0.29665375363418706,-2.713085535976082,-2.134927655831989,-1.533976558544737,-2.165947385323075,-0.22401128909004567
0,14,1,3,1,13,0,12,26,9,9,1,0,0,1,1,0,23,0,2,-0.19817587333920963,0.20868816949623997,-1.0009723271182625,0.12438647318417584,1.545606837207885,-0.29665375363418706,-0.10908848409044712,-0.17775579844031955,0.4794672316946684,0.4284926492031956,-0.22401128909004567
0,0,3,8,1,0,0,0,27,7,7,0,0,1,1,1,0,19,0,0,-0.577341738619352,-0.4749963027322748,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,-0.29665375363418706,-0.543087992738053,0.21367857303801432,-0.02389371586518287,0.11197096499099052,2.109644777474386
0,11,1,10,1,0,0,12,26,7,10,0,0,0,1,1,0,26,0,1,2.0768193183416446,-1.863082958468955,0.4256954122332026,1.7879738048661231,-0.7498720732409514,-0.29665375363418706,-0.10908848409044712,-0.17775579844031955,0.311680249174718,0.20018192616488384,-0.22401128909004567
0,7,1,8,1,0,0,22,26,5,5,0,0,0,1,1,0,18,0,1,1.166821241669303,0.4849243198915993,-1.4890428695279747,0.9923450810182353,0.14012166938988344,-0.29665375363418706,-0.543087992738053,-0.30823392226643087,-1.533976558544737,-2.165947385323075,-0.22401128909004567
0,7,1,11,1,0,0,21,13,8,4,0,0,0,1,1,0,24,0,2,1.3184875877813598,0.2639353995753126,0.8762220667652447,-1.1052215545807416,0.347199421388147,-0.29665375363418706,0.5419107788809616,-0.04727767461420827,0.9828281792545197,0.5042502982113627,-0.22401128909004567
0,0,1,1,1,0,0,12,13,5,10,1,0,0,1,1,0,19,0,0,0.6359890302771035,0.6092305875695118,1.476924272807967,1.1370048489905784,-1.7896667428492534,-0.29665375363418706,-2.713085535976082,-2.134927655831989,-1.533976558544737,-2.165947385323075,-0.22401128909004567
0,7,4,10,1,0,0,22,26,5,7,1,0,0,1,1,0,18,0,0,-1.1081739500115513,-1.0550922185625287,0.3130637486001926,-0.5265824826913685,0.7877903830865802,-0.29665375363418706,-0.10908848409044712,0.996547315994682,-0.862828628464935,0.29046843936639816,-0.22401128909004567
0,0,2,14,1,0,0,22,27,9,9,1,0,0,1,1,0,18,0,2,0.7118222033331321,0.40895937853287584,-0.2876384574425296,0.12438647318417584,0.7657608350016585,-0.29665375363418706,-0.10908848409044712,0.3441566968641256,-0.02389371586518287,0.3932082647336383,-0.22401128909004567
0,7,3,8,1,0,0,12,13,4,7,1,0,1,1,1,0,18,0,0,-0.9565076038994943,-0.7926678756869375,-0.2876384574425296,0.12438647318417584,0.7657608350016585,-0.29665375363418706,-0.543087992738053,0.3441566968641256,-0.5272546634250341,0.03309998794139174,-0.22401128909004567
0,8,4,10,1,0,0,12,26,7,7,1,0,0,1,1,1,21,0,0,-2.0181720266838927,-1.448728732875916,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,-0.29665375363418706,-0.10908848409044712,0.3441566968641256,-0.6950416459449846,0.06527104436951772,-0.22401128909004567
0,7,4,14,1,0,0,0,13,9,8,1,0,1,1,1,1,19,0,2,-0.8806744308434659,-0.4611844952125066,-1.0009723271182625,0.12438647318417584,1.545606837207885,-0.29665375363418706,-0.10908848409044712,-0.5691901699186535,0.4794672316946684,0.6360478519652972,-0.22401128909004567
0,7,4,11,1,0,0,22,26,9,9,0,0,0,1,1,1,22,0,2,1.3184875877813598,0.2639353995753126,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,-0.29665375363418706,0.5419107788809616,-0.04727767461420827,0.9828281792545197,0.9370028959703444,-0.22401128909004567
1,11,1,2,0,0,0,21,26,9,6,0,0,0,1,1,0,33,0,2,-0.9565076038994943,-0.6890793192886778,-0.2876384574425296,0.12438647318417584,0.7657608350016585,-0.29665375363418706,-0.10908848409044712,-0.30823392226643087,0.4794672316946684,0.29046843936639816,-0.22401128909004567
0,0,6,15,1,0,0,12,13,9,9,1,0,0,1,1,0,20,0,0,-1.4115066422356652,-1.1586807749607886,-0.2876384574425296,0.12438647318417584,0.7657608350016585,-0.29665375363418706,-0.10908848409044712,-0.17775579844031955,0.14389326665476757,0.36622608837456494,-0.22401128909004567
0,11,1,16,0,1,0,2,2,2,2,1,0,0,1,1,0,35,0,0,0.5601558572210751,1.9835054357864228,-0.2876384574425296,0.12438647318417584,0.7657608350016585,-0.29665375363418706,-1.4110870100332646,-2.0044495320058777,-1.533976558544737,-2.165947385323075,0.5538740664314317
0,11,1,3,1,3,0,2,2,4,2,0,0,1,1,1,0,24,0,0,2.0768193183416446,3.689263664477768,0.3130637486001926,-0.5265824826913685,0.7877903830865802,2.784088514153708,2.494908567795188,1.9098941827774611,1.1506151617744702,0.47726812185228934,-0.22401128909004567
0,7,1,10,1,0,0,12,13,4,4,0,0,0,1,1,0,18,0,1,-0.9565076038994943,-0.10207749969853928,0.4256954122332026,1.7879738048661231,-0.7498720732409514,-0.29665375363418706,-0.543087992738053,-0.30823392226643087,-0.1916806983851333,0.25518405489684054,-0.22401128909004567
1,11,1,2,0,0,0,21,26,9,6,1,0,0,1,0,0,33,0,2,-0.19817587333920963,-1.1724925824805565,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,-0.29665375363418706,-0.10908848409044712,0.21367857303801432,0.311680249174718,0.11715984506004314,-0.22401128909004567
0,12,1,11,1,0,0,21,27,9,7,1,0,0,1,0,1,22,0,2,2.0768193183416446,2.349518335060275,-0.2876384574425296,0.12438647318417584,0.7657608350016585,-0.29665375363418706,0.7589105332047645,-0.04727767461420827,0.8150411967345693,0.5488746668052145,-0.22401128909004567
0,11,1,13,1,0,0,0,13,4,5,0,0,0,1,0,1,25,0,2,-0.9565076038994943,-1.863082958468955,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,-0.29665375363418706,-0.543087992738053,-0.30823392226643087,-0.02389371586518287,0.12753760519814836,-0.22401128909004567
0,7,1,4,1,0,0,12,27,4,0,1,0,0,1,1,0,20,0,2,-0.6531749116753804,-0.6476438967293743,-1.4890428695279747,0.9923450810182353,0.14012166938988344,-0.29665375363418706,-0.10908848409044712,-0.17775579844031955,0.311680249174718,0.10366875688050625,0.5538740664314317
0,0,6,8,1,0,0,22,26,9,9,1,0,0,1,1,0,23,0,1,0.7876553763891605,0.1189114206177474,-0.17500679380951956,-0.454252598705197,0.8891263042772198,-0.29665375363418706,-0.543087992738053,-0.6996682937447647,-0.02389371586518287,0.7190699330701379,-0.22401128909004567
0,13,2,6,1,0,0,22,13,9,6,1,0,1,1,1,0,18,0,1,-1.3356734691796368,-1.0205626997631088,1.476924272807967,1.1370048489905784,-1.7896667428492534,-0.29665375363418706,-0.543087992738053,0.21367857303801432,-1.198402593504836,-1.1281713715125665,-0.22401128909004567
0,11,1,11,1,0,0,0,0,4,10,0,0,0,1,1,0,24,0,0,0.03690696313447821,-1.8078357283898834,0.8762220667652447,-1.1052215545807416,0.347199421388147,-0.29665375363418706,0.3249110245571587,1.1270254398207933,-1.533976558544737,-2.165947385323075,-0.22401128909004567
0,7,2,14,1,0,13,12,0,9,9,1,0,0,0,0,0,21,1,2,0.03690696313447821,-1.5177877704747558,-1.0009723271182625,0.12438647318417584,1.545606837207885,-0.29665375363418706,-0.10908848409044712,-0.5691901699186535,0.4794672316946684,0.6879366526558226,-0.22401128909004567
0,5,1,7,1,0,13,0,0,4,4,0,0,0,1,0,0,26,1,0,0.03690696313447821,-1.863082958468955,-1.0009723271182625,0.12438647318417584,1.545606837207885,-0.29665375363418706,-0.10908848409044712,-0.43871204609254216,-1.198402593504836,-0.9206161687504649,0.5538740664314317
1,11,1,15,1,7,0,21,23,0,0,0,0,0,1,0,0,39,0,0,0.03690696313447821,-0.7926678756869375,-1.4890428695279747,0.9923450810182353,0.14012166938988344,-0.29665375363418706,-0.10908848409044712,1.2575035636469047,-1.0306156109848854,-0.851085175825161,0.5538740664314317
